SMILES,Tg,FFV,Tc,Density,Rg
*Oc1ccc(/N=C/C=N/c2ccc(OC(=O)NC3CC(C)(C)CC(C)(CNC(*)=O)C3)cc2)cc1,108.70860324986549,0.35400182591802826,0.25352554389364856,1.0722636247975297,18.69921318050484
*CC(F)(F)C1(F)CC(C(O)(C(F)(F)F)C(F)(F)F)CC1*,52.44268270112547,0.3201580731630208,0.11812515507257984,1.305898342477625,15.56648604031193
*CCCCOC(=O)CCCCCCCC(=O)O*,-32.53215244696078,0.3520843756302032,0.25968757675081383,0.9941536416578854,20.431999252894308
*CCCCCCCCCCc1ccc(-c2c(-c3ccccc3)cc(-c3cccc(-c4cc(-c5ccccc5)c(-c5ccc(*)cc5)c(-c5ccccc5)c4-c4ccccc4)c3)c(-c3ccccc3)c2-c2ccccc2)cc1,173.66268443478458,0.39785417948951524,0.29354196914281433,0.9313297696540052,20.88296324652711
*c1ccc(-c2ccc(-c3sc(*)c(CCCCCCCCCCCC)c3CCCCCCCCCCCC)s2)s1,34.83063116403051,0.4256029582266007,0.3276119866029988,0.957269967643141,18.909546627857893
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O,284.0214011111393,0.38158631034839113,0.1547763545983772,1.2457845202526785,21.206920497247683
*Oc1ccc(/N=C/CCC/C=N/c2ccc(OC(=O)Nc3cc(NC(*)=O)ccc3C)cc2)cc1,74.78562604229761,0.35089941070620995,0.27664196249223116,1.1227404999135657,20.940607472077158
*Oc1ccc(/C=N/c2ccc(/N=C/c3ccc(OC(=O)CCCCCCCCC(*)=O)c(OC)c3)cc2)cc1OC,23.059309016959162,0.3588637994123104,0.2766058547723491,1.0677654123874603,21.403968791419267
*CC(*)C(=O)N1CCCCC1,49.209225254122295,0.36698084493116956,0.21039871438150204,0.9923444090437563,12.038683502494955
*CCCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,16.408252349840183,0.3581379065205532,0.2974492273125437,1.0339854666238948,21.10452945210971
*/C(=C(\c1ccccc1)c1ccc(*)cc1)c1ccccc1,202.31251720609583,0.42394821303310654,0.2508494025097274,0.9715098975601486,18.086810471268045
*CCCCCCCCCCN/C(C)=N/*,-1.6787366762580938,0.39014949925996906,0.3098459104439929,0.8812843520940712,19.147663279653983
*CCCCOC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,48.5227170225772,0.3433954710347786,0.2211185217102271,1.1252090547959863,20.06091434418887
*CCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,52.22353762633833,0.3419064330878534,0.24423780323392064,1.12471630369622,21.41283210891747
*c1nc2cc(-c3ccc4[nH]c(-c5ccc(*)o5)nc4c3)ccc2[nH]1,367.3945274769103,0.43120271733554427,0.34485509522500046,1.1401142313888253,24.649619496802536
*CC(*)c1ccc(COCCCCCC)cc1,12.51769966022363,0.3888644172883185,0.2539289424818102,0.9218084592403806,11.572851138146506
*CCCCCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,26.56953459645176,0.3537007090832327,0.28310268857277476,1.0478783623913004,21.084837960069645
*C(=C=C=C(*)CCCCOS(=O)(=O)c1ccc(C)cc1)CCCCOS(=O)(=O)c1ccc(C)cc1,46.629618435296294,0.3713410858399761,0.2149191568399309,1.1261430568980026,14.187453478044233
*C(=C=C=C(*)CCCCOC(=O)NCC)CCCCOC(=O)NCC,45.272456759075816,0.3577560310204863,0.25808925626952556,1.008863403626941,14.089161204769626
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*,42.77614676727777,0.38248167073702316,0.39731915879777835,0.8862757881216378,22.365658821952497
*OC(C)COC(=O)CCCCSCCCCC(*)=O,-24.005183953356497,0.36095192175671903,0.21432055948017442,1.0487399105441995,18.85571803422239
*c1ccc2ccc3c(*)cc(C#C)c4ccc1c2c34,275.7908063339258,0.4248350330573372,0.2998974569374781,0.8997255530215873,29.43638948215019
*CCCCSSCCCSS*,-44.357476899622284,0.46141531451025436,0.1741254087004044,1.1258902749129969,20.817781646898787
*c1ccc(Oc2ccc(-c3csc(/N=C/c4ccc(OCCCCCCCCOc5ccc(/C=N/c6nc(*)cs6)cc5OC)c(OC)c4)n3)cc2)cc1,70.88493605347531,0.37196720607054967,0.27561994182066163,1.0939396551994542,21.83952373666739
*c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,319.0653023308596,0.39537212467779204,0.14810761844474538,1.2397389042791178,20.661922032248782
*CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,43.90755963010608,0.37855520135033544,0.3903160005041312,0.8981820667988003,21.898075248521934
