SMILES,Tg_label,Tg_pred,Tg_rescaled_label
*#C[SiH2]C#Cc1cccc(C#*)c1,72.0,89.54564695617563,64.01482962671628
*#Cc1cccc(C#C[SiH](C#*)c2ccccc2)c1,85.0,121.17465262369383,69.28001945027661
*#Cc1ccccc1C#C[SiH](C#*)c1ccccc1,71.0,128.37526478712329,63.18532030461938
*/C(=C(/*)c1ccc(C(C)(C)C)cc1)c1ccccc1,200.0,188.08152329653285,168.19454680038712
*/C(=C(/*)c1ccc(CCCC)cc1)c1ccccc1,200.0,128.40780626988408,168.19454680038712
*/C(=C(/*)c1ccc(Oc2ccccc2)cc1)c1ccccc1,200.0,160.07022623990372,168.19454680038712
*/C(=C(/*)c1ccc([Si](C(C)C)(C(C)C)C(C)C)cc1)c1ccccc1,250.0,181.44828568025343,216.81648845998524
*/C(=C(/*)c1ccc([Si](C)(C)C)cc1)c1ccccc1,200.0,184.07434018656136,168.19454680038712
*/C(=C(/*)c1ccc[c]([Ge]([CH3])([CH3])[CH3])c1)c1ccccc1,200.0,201.36764747573582,168.19454680038712
*/C(=C(/*)c1cccc([Si](C)(C)C)c1)c1ccccc1,200.0,184.6891126004445,168.19454680038712
*/C(C#N)=C/c1cc(C=C(C#N)c2ccc3c(c2)C(CCCCCCCC)(CCCCCCCC)c2cc(*)ccc2-3)cc(N(c2ccccc2)c2ccccc2)c1,136.0,124.72994652447474,110.5481653169704
*/C(C)=C(/*)CCC,200.0,60.89823651875301,168.19454680038712
*/C(C)=C(/*)CCCCC,180.0,30.13751918395547,159.93683012515638
*/C(C)=C(/*)CCCCCCC,160.0,17.194873354026022,139.89138515027778
*/C(C)=C(/*)SCC,160.0,68.1811480568114,139.89138515027778
*/C(C)=C(/*)SCCCCCC,110.0,20.287848636210935,87.81436133949659
*/C(C)=C(/*)SCCCCCCCCCC,60.0,20.928257638082783,52.5112564002774
*/C(C)=C(/*)[Si](C)(C)C,75.0,156.59417330231528,65.93685465049305
*/C(C)=C(/*)[Si](C)(C)CCCCCC,200.0,71.09336332506845,168.19454680038712
*/C(C)=C(/*)[Si](C)(C)CC[Si](C)(C)C,200.0,119.29446229109496,168.19454680038712
*/C(C)=C(/*)[Si](C)(C)C[Si](C)(C)C,200.0,138.94441708271043,168.19454680038712
*/C(C)=C(/*)c1ccc([Si](C)(C)C)cc1,-5.0,155.33394340210947,21.348643977332404
*/C(C)=[C](/*)[Ge]([CH3])([CH3])[CH3],250.0,149.10495436016143,216.81648845998524
*/C(CC)=C(/*)c1ccccc1,200.0,133.08547463345187,168.19454680038712
*/C(CCCCCC)=C(/*)c1ccccc1,200.0,56.237675330681306,168.19454680038712
*/C(Cl)=C(/*)CCCC,190.0,34.76556377656271,162.26985848139623
*/C(Cl)=C(/*)CCCCCC,150.0,20.088936118688906,130.10757350620057
*/C(Cl)=C(/*)CCCCCCCC,90.0,8.391675145880093,71.6974032812959
*/C(Cl)=C(/*)c1ccccc1,215.0,127.1011862274195,192.91582802844576
*/C=C(/*)C(C)(C)C,200.0,78.95624940967093,168.19454680038712
*/C=C(/*)C(CCC)[Si](C)(C)CCCCCC,40.0,37.668181420730406,40.523846238668064
*/C=C(/*)C(CCC)[Si](C)(C)c1ccccc1,110.0,97.06749435236813,87.81436133949659
*/C=C(/*)C(CCCCC)[Si](C)(C)C,170.0,50.99836123177013,147.51594307430383
*/C=C(/*)C(CCCCCCC)[Si](C)(C)C,150.0,34.95658658229237,130.10757350620057
*/C=C(/*)CCCOC(=O)c1cc(-c2ccc(OC)cc2)ccc1-c1ccc(OC)cc1,72.40000000000003,72.99154879573062,64.33833460973149
*/C=C(/*)CCCOc1ccc(OC(=O)c2ccc(OC)cc2)cc1,20.0,40.424285730345396,28.56810205804507
*/C=C(/*)CCCOc1ccc(OC(=O)c2ccc(OCCCC)cc2)cc1,36.0,34.37639133151186,39.54094974305769
*/C=C(/*)CCCOc1ccc(OC(=O)c2ccc(OCCCCCCCC)cc2)cc1,42.0,30.935960556029034,40.98556473928506
*/C=C(/*)c1c(C)cc(C(C)(C)C)cc1C,200.0,158.35542344888052,168.19454680038712
*/C=C(/*)c1c(F)c(F)c(CCCC)c(F)c1F,110.0,75.4763156509085,87.81436133949659
*/C=C(/*)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C#C)cc5)c(=O)c4cc3c2=O)cc1,420.0,255.37579962711698,332.54682756869636
*/C=C(/*)c1cccc[c]1[Ge]([CH3])([CH3])[CH3],180.0,147.4368925862345,159.93683012515638
*/C=C(/*)c1ccccc1C(F)(F)F,130.0,107.93656277844414,107.5902956906872
*/C=C(/*)c1ccccc1C[Si](C)(C)C,170.0,115.76510290083226,147.51594307430383
*/C=C(/*)c1ccccc1[Si](C)(C)C,190.0,133.68525070056572,162.26985848139623
*/C=C/*,-4.0,37.7403919993303,21.59070187140961
*=C(C#CC(=*)COS(=O)(=O)c1ccc(C)cc1)COS(=O)(=O)c1ccc(C)cc1,-72.99999999999997,91.39432536441927,-18.095932998068218
*=C(C#N)N1C(=O)c2ccc(C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(C(=*)C#N)C5=O)cc3)cc2C1=O,249.0,228.02174424760335,216.40477791299412
*=C(C#N)NC(=O)c1ccc(C(=O)NC(=*)C#N)cc1,232.0,196.2362579330868,201.62386847098182
*=C(C#N)c1ccc(C(=O)OC2CCN(C(=*)c3ccc(OC)cc3)CC2)cc1,183.0,119.77665876336224,160.65658560712964
*=C(C#N)c1ccc(C(=O)OCC2CCCN(C(=*)c3ccc(OC)cc3)C2)cc1,176.0,99.93086509965231,156.1405728918417
*=C(C#N)c1ccc(C(=O)OCCC2CCN(C(=*)c3ccc(OC)cc3)CC2)cc1,167.0,89.28469606194865,145.92282517013481
*=C(C#N)n1c(=O)c2cc3c(=O)n(C(=*)C#N)c(=O)c3cc2c1=O,210.0,263.33467215838175,183.75021955032938
*=C(C)CCC(=*)C,4.0,20.516347321176863,23.527165024027248
*=C(CCC(=*)c1ccccc1)c1ccccc1,120.5,105.1706160563649,97.73701284559145
*=C(Cl)CC(F)(F)C(=*)F,-17.0,0.3764875146678577,13.452208083578759
*=C(F)C(F)(F)C(F)(C(=*)F)C(F)(F)F,-3.0,-5.366734108962965,21.832759765486813
*=C(F)C(F)(F)ON(C(F)(F)F)C(F)(F)C(=*)F,-7.0,-15.661078815807013,18.52444199373011
*=C(OC)c1ccc(C(=*)OC)s1,91.0,71.80721689999487,72.20845915595426
*=C([2H])C([2H])([2H])C([2H])([2H])C(=*)C([2H])([2H])[2H],-57.99999999999997,57.92830778843958,-7.455751604260142
*=C(c1ccc(Oc2ccccc2)cc1)c1ccc(C(=*)c2ccc(Oc3ccccc3)cc2)cc1,163.0,152.1880902298002,142.67613314915272
*=C1C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c2cc(-c3ccc(-c4ccc(-c5ccc6c(c5)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C6=*)s4)s3)ccc21,65.0,53.135164225809724,58.02522008894547
*=CC(=O)NCCCCCCCCCCNC(=O)C(=*)C,74.0,38.6496874292171,65.32203925020013
*=CC(=O)NCCCCCCNC(=O)C(=*)C,94.0,46.10782120776919,73.74162677992929
*=CC(=O)NCc1cccc(CNC(=O)C(=*)C)c1,135.0,114.7092506553702,110.0551870459232
*=CC(C)CC(=*)C,2.3000000000000114,33.29432869357453,23.115666604096003
*=CC(C)S(=O)(=O)CC(=*)C,83.0,60.24660736067244,68.63183824054744
*=CC1CC(C=*)C2C3CCC(C3)C12,207.40000000000003,140.63740475078848,179.12306036555586
