SMILES,Tg_label,Tg_pred,Tg_rescaled_label
*/C(=C(/*)c1ccccc1)c1ccccc1,206.5698859,191.93188383347655,186.00200959642703
*/C=C(\C#N)C(=O)Nc1cccc(NC(=O)/C(C#N)=C/c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccc(N(c5ccccc5)c5ccc(/C=C/c6ccc(*)s6)cc5)cc4)cc3)s2)c1,243.9892983,226.64116214689247,219.92708429008093
*/C=C/*,59.5588378,37.7403919993303,63.81217231600044
*/C=C/c1cc(CCCCCC)c(/C=C/c2ccc(*)cc2)cc1CCCCCC,51.04706134,63.90222504101153,57.76119302123035
*/C=C/c1ccc(*)cc1,43.3930774,68.45297066353743,50.260449592843
*/C=C/c1ccc(Oc2ccc(-c3ccc(-c4ccc(-c5ccc(Oc6ccc(/C=C/c7ccc8c(c7)c7cc(*)ccc7n8CC(CC)CCCC)cc6)c(C#N)c5)cc4)cc3)cc2C#N)cc1,129.2206103,148.84984266458537,123.23957114699715
*/C=C/c1ccc(Oc2ccc(-c3ccc(-c4ccc(-c5ccc(Oc6ccc(/C=C/c7ccc8c(c7)c7cc(*)ccc7n8CC(CC)CCCC)cc6)c(C(F)(F)F)c5)cc4)cc3)cc2C(F)(F)F)cc1,187.4626146,181.65954150198223,173.40579422801096
*=C=C=C(CCCCOC(=O)NC(=O)OCCCC)C(=*)CCCCOC(=O)NC(=O)OCCCC,27.51087357,25.020504756094272,35.24174157294804
*=C=C=C(CO)C(=*)CO,42.01413885,48.79284242313448,49.67134396070858
*=C=C=C(COC(=O)NCC)C(=*)COC(=O)NCC,172.0633872,121.92752226538605,164.85140440902853
*=C=C=C(COS(=O)(=O)c1ccc(C)cc1)C(=*)COS(=O)(=O)c1ccc(C)cc1,76.80290526,80.36153798543013,72.23435356204556
*=C=C=C(COS(=O)(=O)c1ccc(OC)cc1)C(=*)COS(=O)(=O)c1ccc(OC)cc1,55.30555285,65.64319780918214,61.70246877826522
*=CC#C[Si](C#CC=NN=*)(c1ccccc1)c1ccccc1,131.2577432,132.89974140075327,124.02566283884086
*=Cc1ccc(C(=O)CCCCC(=O)c2ccc(C=C3CN(C)CC(=*)C3=O)o2)o1,95.14114513,89.43880366606223,95.82709015683689
*=Cc1ccc(C2=CSC(=*)S2)cc1,105.3372816,120.24230950187612,101.72086303035276
*=Cc1ccc(C=C2SC(=S)N(c3ccc(N4C(=O)C(=*)SC4=S)cc3)C2=O)cc1,187.1036635,185.71797316882095,173.18314375750063
*=Nc1ccc(N=C(C)Nc2ccc(-c3ccc(NC(=*)C)c(C(=O)O)c3)cc2C(=O)O)cc1,89.38045943,151.89179757454602,84.93224637299281
*=Nc1cccc(Oc2cccc(Oc3cccc(N=C4OC(=O)c5cc6c(cc54)C(=*)OC6=O)c3)c2)c1,132.5253262,159.81943627524535,124.51479953926051
*=Nc1cccc(Oc2cccc(Oc3cccc(N=C4OC(=O)c5ccc(-c6ccc7c(c6)C(=O)OC7=*)cc54)c3)c2)c1,193.7356518,178.70835224409888,177.48660427008207
*=c1cc2ccc3cc(=c4c5ccccc5c(=*)c5ccccc45)cc4ccc(c1)c2c34,437.49,394.04281813264606,386.094540104146
*=c1cc2ccc3cc(=c4oc(=*)c5ccc6cccc7c8cccc9ccc4c(c98)c5c67)cc4ccc(c1)c2c34,432.43,410.9287110372013,383.5431226959919
*C#CC#Cc1ccc(*)s1,49.13696662,62.29140621367762,55.993381580043206
*C#CC#Cc1ccc2c3ccc(*)cc3n(CCCCCCCCCCCCCCCC)c2c1,68.35869686,59.334791961387594,68.16370290651795
*C#CC(CCCCOC(=O)NCC(=O)OCCCC)=C(*)c1cncnc1,73.99227071,62.533445234082315,70.92439853614427
*C#CC(CCCCOC(=O)NCCC)=C(*)CCCCOC(=O)NCCC,40.70123878,39.56842222729295,48.46833870475924
*C#CC(CCCCOC(=O)NCCCCCC)=C(*)CCCCOC(=O)NCCCCCC,5.219913288,19.545822080978482,21.28472562530219
*C#CC(Cn1c2ccc(CCCCCCCCCCCCCCCC)cc2c2cc(CCCCCCCCCCCCCCCC)ccc21)=C(*)Cn1c2ccc(CCCCCCCCCCCCCCCC)cc2c2cc(CCCCCCCCCCCCCCCC)ccc21,-2.237818484,20.477836896342673,17.268312917399133
*C#CC(OS(=O)(=O)c1ccc(C)cc1)=C(*)OS(=O)(=O)c1ccc(C)cc1,164.1018919,147.59150387744754,152.36265496575024
*C#Cc1cc(OC(COCCOCCOCCOC)COCCOCCOCCOC)c(C#Cc2cc(OCCOCCOCCOCCC(=O)[O][Na])c(*)cc2OCCOCCOCCOCCC(=O)[O][Na])cc1OC(COCCOCCOCCOC)COCCOCCOCCOC,-43.36051195,-41.03132200689504,-17.000800294344806
*C#Cc1cc(OCCCCCCCCCC)c(*)cc1OCCCCCCCCCC,61.85443636,43.41268529101786,64.94734587835838
*C#Cc1ccc(*)c(SCCCCCCCCCCCC)c1,53.41644401,43.26624152946384,59.95407997532681
*C(*)C,122.3867673,90.01229624376444,104.06901641935401
*C(*)C(=O)OC(C)(C)C,12.73837737,64.63432892875507,32.71776300625664
*C(*)C(=O)OC(C)(C)CC,136.5678336,77.5501335197616,127.15029821797604
*C(=O)C(*)(C)C,105.8292511,110.11202469059637,102.00524099079183
*C(=O)C1CC1C(=O)N1CCN(*)CC1,100.5840527,107.43756252086851,98.97330746017593
*C(=O)CCCCC(=O)c1ccc(C=C2CCC(=Cc3ccc(*)cc3)C2=O)cc1,197.4539358,135.06016179259868,179.95365412531757
*C(=O)CCN1CCN(CCC(=O)N2CCN(*)CC2)CC1,40.58060093,38.088269589480234,48.29686709611565
*C(=O)N(*)CC=C,164.8639006,118.8479050357922,152.83350198621858
*C(=O)N(*)CCCCCC,14.34014558,17.64702051318401,32.872450820935384
*C(=O)N(*)c1ccccc1,150.7130657,150.09844192194538,143.0986763149372
*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(C)=C(C(=O)OCC)C1c1ccc(Cl)cc1,170.3261787,170.4654752902168,162.24012354908987
*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C2(CCCCC2)C1=O,277.0792131,218.28614023567098,244.30500889249547
*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(C)(CC)C1=O,242.6534046,223.6814016803967,218.3928915370808
