2025-09-28 02:46:09 | unimol_tools/data/conformer.py | 452 | INFO | Uni-Mol Tools | Start generating conformers...
2025-09-28 02:46:35 | unimol_tools/data/conformer.py | 467 | INFO | Uni-Mol Tools | Succeeded in generating conformers for 100.00% of molecules.
2025-09-28 02:46:35 | unimol_tools/data/conformer.py | 484 | INFO | Uni-Mol Tools | Succeeded in generating 3d conformers for 99.95% of molecules.
2025-09-28 02:46:35 | unimol_tools/data/conformer.py | 493 | INFO | Uni-Mol Tools | Failed 3d conformers indices: [53, 3079]
2025-09-28 02:46:35 | unimol_tools/data/datahub.py | 187 | INFO | Uni-Mol Tools | conf_cache_level is 2, saving conformers to models/UniMol2_2025_09_07_TabM/Tg/Tg.sdf.
2025-09-28 02:46:36 | unimol_tools/data/datahub.py | 201 | INFO | Uni-Mol Tools | Successfully saved sdf file to models/UniMol2_2025_09_07_TabM/Tg/Tg.sdf
2025-09-28 02:46:36 | unimol_tools/data/datahub.py | 147 | INFO | Uni-Mol Tools | Split method: random, fold: 5
2025-09-28 02:46:36 | unimol_tools/train.py | 307 | INFO | Uni-Mol Tools | Output directory already exists: models/UniMol2_2025_09_07_TabM/Tg
2025-09-28 02:46:36 | unimol_tools/train.py | 310 | INFO | Uni-Mol Tools | Warning: Overwrite output directory: models/UniMol2_2025_09_07_TabM/Tg
2025-09-28 02:46:36 | unimol_tools/tasks/trainer.py | 78 | INFO | Uni-Mol Tools | Number of GPUs available: 1
2025-09-28 02:46:36 | unimol_tools/tasks/trainer.py | 98 | INFO | Uni-Mol Tools | Using single GPU.
2025-09-28 02:46:36 | unimol_tools/weights/weighthub.py | 54 | INFO | Uni-Mol Tools | Weights will be downloaded to default directory: /home/jday/miniconda3/envs/polymer/lib/python3.11/site-packages/unimol_tools/weights
2025-09-28 02:46:36 | unimol_tools/weights/weighthub.py | 95 | INFO | Uni-Mol Tools | Downloading modelzoo/84M/checkpoint.pt
2025-09-28 02:46:39 | unimol_tools/models/unimolv2.py | 176 | INFO | Uni-Mol Tools | Loading pretrained weights from /home/jday/miniconda3/envs/polymer/lib/python3.11/site-packages/unimol_tools/weights/modelzoo/84M/checkpoint.pt
2025-09-28 02:46:39 | unimol_tools/models/nnmodel.py | 174 | INFO | Uni-Mol Tools | start training Uni-Mol:unimolv2
2025-09-28 02:48:06 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [1/40] train_loss: 7.1855, val_loss: 1.3927, val_mae: 110.6245, lr: 0.000167
2025-09-28 02:49:35 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [2/40] train_loss: 0.9983, val_loss: 0.2177, val_mae: 37.3187, lr: 0.000196
2025-09-28 02:51:05 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [3/40] train_loss: 0.5208, val_loss: 0.3377, val_mae: 51.0003, lr: 0.000191
2025-09-28 02:52:30 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [4/40] train_loss: 0.2867, val_loss: 0.2055, val_mae: 37.3284, lr: 0.000186
2025-09-28 02:53:55 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [5/40] train_loss: 0.2230, val_loss: 0.0794, val_mae: 21.0459, lr: 0.000180
2025-09-28 02:55:25 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [6/40] train_loss: 0.1642, val_loss: 0.1421, val_mae: 29.8783, lr: 0.000175
2025-09-28 02:56:51 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [7/40] train_loss: 0.1664, val_loss: 0.1400, val_mae: 31.4665, lr: 0.000170
2025-09-28 02:58:17 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [8/40] train_loss: 0.1779, val_loss: 0.1785, val_mae: 35.2672, lr: 0.000165
2025-09-28 02:59:43 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [9/40] train_loss: 0.1543, val_loss: 0.0894, val_mae: 22.5926, lr: 0.000160
2025-09-28 03:01:09 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [10/40] train_loss: 0.1498, val_loss: 0.1094, val_mae: 26.9028, lr: 0.000155
2025-09-28 03:02:35 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [11/40] train_loss: 0.1152, val_loss: 0.1098, val_mae: 25.4900, lr: 0.000149
2025-09-28 03:04:01 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [12/40] train_loss: 0.1271, val_loss: 0.2023, val_mae: 38.6239, lr: 0.000144
2025-09-28 03:05:28 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [13/40] train_loss: 0.1103, val_loss: 0.1644, val_mae: 28.6072, lr: 0.000139
2025-09-28 03:06:54 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [14/40] train_loss: 0.1053, val_loss: 0.0888, val_mae: 22.3158, lr: 0.000134
2025-09-28 03:08:20 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [15/40] train_loss: 0.1004, val_loss: 0.0703, val_mae: 18.9279, lr: 0.000129
2025-09-28 03:09:50 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [16/40] train_loss: 0.0919, val_loss: 0.0924, val_mae: 23.3635, lr: 0.000124
2025-09-28 03:11:15 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [17/40] train_loss: 0.0843, val_loss: 0.0853, val_mae: 21.5230, lr: 0.000119
2025-09-28 03:12:41 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [18/40] train_loss: 0.0746, val_loss: 0.0794, val_mae: 21.4065, lr: 0.000113
2025-09-28 03:14:06 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [19/40] train_loss: 0.0719, val_loss: 0.1060, val_mae: 23.9770, lr: 0.000108
2025-09-28 03:15:32 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [20/40] train_loss: 0.0658, val_loss: 0.0949, val_mae: 23.2685, lr: 0.000103
2025-09-28 03:16:58 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [21/40] train_loss: 0.0650, val_loss: 0.0695, val_mae: 18.1331, lr: 0.000098
2025-09-28 03:18:27 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [22/40] train_loss: 0.0599, val_loss: 0.0716, val_mae: 18.7603, lr: 0.000093
2025-09-28 03:19:54 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [23/40] train_loss: 0.0557, val_loss: 0.0758, val_mae: 19.5684, lr: 0.000088
2025-09-28 03:21:21 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [24/40] train_loss: 0.0508, val_loss: 0.0839, val_mae: 20.8908, lr: 0.000082
2025-09-28 03:22:47 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [25/40] train_loss: 0.0456, val_loss: 0.0680, val_mae: 18.0604, lr: 0.000077
2025-09-28 03:24:16 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [26/40] train_loss: 0.0428, val_loss: 0.0738, val_mae: 19.3469, lr: 0.000072
2025-09-28 03:25:42 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [27/40] train_loss: 0.0389, val_loss: 0.0678, val_mae: 18.3716, lr: 0.000067
2025-09-28 03:27:08 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [28/40] train_loss: 0.0354, val_loss: 0.0679, val_mae: 18.1917, lr: 0.000062
2025-09-28 03:28:35 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [29/40] train_loss: 0.0316, val_loss: 0.0723, val_mae: 18.1485, lr: 0.000057
2025-09-28 03:30:01 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [30/40] train_loss: 0.0288, val_loss: 0.0681, val_mae: 17.6530, lr: 0.000052
2025-09-28 03:31:30 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [31/40] train_loss: 0.0265, val_loss: 0.0699, val_mae: 18.2520, lr: 0.000046
2025-09-28 03:32:55 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [32/40] train_loss: 0.0245, val_loss: 0.0691, val_mae: 17.7489, lr: 0.000041
2025-09-28 03:34:22 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [33/40] train_loss: 0.0205, val_loss: 0.0761, val_mae: 19.1403, lr: 0.000036
2025-09-28 03:35:48 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [34/40] train_loss: 0.0187, val_loss: 0.0643, val_mae: 16.9957, lr: 0.000031
2025-09-28 03:37:17 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [35/40] train_loss: 0.0171, val_loss: 0.0682, val_mae: 17.4464, lr: 0.000026
2025-09-28 03:38:43 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [36/40] train_loss: 0.0152, val_loss: 0.0715, val_mae: 17.7497, lr: 0.000021
2025-09-28 03:40:09 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [37/40] train_loss: 0.0138, val_loss: 0.0670, val_mae: 17.3881, lr: 0.000015
2025-09-28 03:41:36 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [38/40] train_loss: 0.0127, val_loss: 0.0682, val_mae: 17.5191, lr: 0.000010
2025-09-28 03:43:01 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [39/40] train_loss: 0.0113, val_loss: 0.0689, val_mae: 17.5022, lr: 0.000005
2025-09-28 03:44:27 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [40/40] train_loss: 0.0105, val_loss: 0.0671, val_mae: 17.2353, lr: 0.000000
2025-09-28 03:44:27 | unimol_tools/models/unimolv2.py | 176 | INFO | Uni-Mol Tools | Loading pretrained weights from models/UniMol2_2025_09_07_TabM/Tg/model_0.pth
2025-09-28 03:44:30 | unimol_tools/tasks/trainer.py | 587 | INFO | Uni-Mol Tools | load model success!
2025-09-28 03:44:37 | unimol_tools/models/nnmodel.py | 240 | INFO | Uni-Mol Tools | fold 0, result {'mae': np.float64(16.995670318603516), 'pearsonr': np.float32(0.96776766), 'spearmanr': np.float64(0.958112284615209), 'mse': np.float64(661.8345336914062), 'r2': np.float64(0.9352777004241943)}
2025-09-28 03:44:37 | unimol_tools/models/unimolv2.py | 176 | INFO | Uni-Mol Tools | Loading pretrained weights from /home/jday/miniconda3/envs/polymer/lib/python3.11/site-packages/unimol_tools/weights/modelzoo/84M/checkpoint.pt
2025-09-28 03:46:02 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [1/40] train_loss: 3.3460, val_loss: 0.5938, val_mae: 64.2794, lr: 0.000167
2025-09-28 03:47:30 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [2/40] train_loss: 0.9385, val_loss: 0.2579, val_mae: 40.8620, lr: 0.000196
2025-09-28 03:48:59 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [3/40] train_loss: 0.3756, val_loss: 0.2813, val_mae: 43.0388, lr: 0.000191
2025-09-28 03:50:23 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [4/40] train_loss: 0.3152, val_loss: 0.1011, val_mae: 23.2549, lr: 0.000186
2025-09-28 03:51:51 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [5/40] train_loss: 0.2353, val_loss: 0.1200, val_mae: 26.7766, lr: 0.000180
2025-09-28 03:53:17 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [6/40] train_loss: 0.1649, val_loss: 0.0881, val_mae: 21.8939, lr: 0.000175
2025-09-28 03:54:45 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [7/40] train_loss: 0.1804, val_loss: 0.0866, val_mae: 21.2783, lr: 0.000170
2025-09-28 03:56:13 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [8/40] train_loss: 0.1419, val_loss: 0.0827, val_mae: 20.6494, lr: 0.000165
2025-09-28 03:57:40 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [9/40] train_loss: 0.1387, val_loss: 0.2232, val_mae: 37.5412, lr: 0.000160
2025-09-28 03:59:05 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [10/40] train_loss: 0.1484, val_loss: 0.0980, val_mae: 23.0672, lr: 0.000155
2025-09-28 04:00:30 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [11/40] train_loss: 0.1307, val_loss: 0.0930, val_mae: 22.1246, lr: 0.000149
2025-09-28 04:01:55 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [12/40] train_loss: 0.1044, val_loss: 0.0955, val_mae: 22.8828, lr: 0.000144
2025-09-28 04:03:20 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [13/40] train_loss: 0.1172, val_loss: 0.1194, val_mae: 26.4051, lr: 0.000139
2025-09-28 04:04:45 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [14/40] train_loss: 0.0982, val_loss: 0.0979, val_mae: 23.5985, lr: 0.000134
2025-09-28 04:06:10 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [15/40] train_loss: 0.0999, val_loss: 0.0861, val_mae: 21.7189, lr: 0.000129
2025-09-28 04:07:35 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [16/40] train_loss: 0.0906, val_loss: 0.1280, val_mae: 27.9586, lr: 0.000124
2025-09-28 04:09:00 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [17/40] train_loss: 0.0823, val_loss: 0.1000, val_mae: 23.2792, lr: 0.000119
2025-09-28 04:10:25 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [18/40] train_loss: 0.0813, val_loss: 0.0764, val_mae: 19.3224, lr: 0.000113
2025-09-28 04:11:54 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [19/40] train_loss: 0.0727, val_loss: 0.0827, val_mae: 21.1638, lr: 0.000108
2025-09-28 04:13:18 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [20/40] train_loss: 0.0728, val_loss: 0.0907, val_mae: 22.2316, lr: 0.000103
2025-09-28 04:14:42 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [21/40] train_loss: 0.0644, val_loss: 0.0837, val_mae: 20.3647, lr: 0.000098
2025-09-28 04:16:07 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [22/40] train_loss: 0.0655, val_loss: 0.0851, val_mae: 20.5429, lr: 0.000093
2025-09-28 04:17:31 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [23/40] train_loss: 0.0588, val_loss: 0.0857, val_mae: 21.3853, lr: 0.000088
2025-09-28 04:18:56 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [24/40] train_loss: 0.0548, val_loss: 0.0729, val_mae: 18.3216, lr: 0.000082
2025-09-28 04:20:24 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [25/40] train_loss: 0.0535, val_loss: 0.0919, val_mae: 21.6357, lr: 0.000077
2025-09-28 04:21:49 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [26/40] train_loss: 0.0471, val_loss: 0.0761, val_mae: 18.5956, lr: 0.000072
2025-09-28 04:23:14 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [27/40] train_loss: 0.0454, val_loss: 0.0717, val_mae: 17.8455, lr: 0.000067
2025-09-28 04:24:42 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [28/40] train_loss: 0.0393, val_loss: 0.0782, val_mae: 19.2282, lr: 0.000062
2025-09-28 04:26:07 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [29/40] train_loss: 0.0350, val_loss: 0.0724, val_mae: 18.0558, lr: 0.000057
2025-09-28 04:27:31 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [30/40] train_loss: 0.0323, val_loss: 0.0828, val_mae: 20.5729, lr: 0.000052
2025-09-28 04:28:56 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [31/40] train_loss: 0.0298, val_loss: 0.0953, val_mae: 21.5729, lr: 0.000046
2025-09-28 04:30:22 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [32/40] train_loss: 0.0276, val_loss: 0.0754, val_mae: 18.1384, lr: 0.000041
2025-09-28 04:31:47 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [33/40] train_loss: 0.0253, val_loss: 0.0808, val_mae: 19.2291, lr: 0.000036
2025-09-28 04:33:13 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [34/40] train_loss: 0.0220, val_loss: 0.0761, val_mae: 17.9207, lr: 0.000031
2025-09-28 04:34:37 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [35/40] train_loss: 0.0191, val_loss: 0.0734, val_mae: 17.4901, lr: 0.000026
2025-09-28 04:36:05 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [36/40] train_loss: 0.0177, val_loss: 0.0768, val_mae: 17.8844, lr: 0.000021
2025-09-28 04:37:31 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [37/40] train_loss: 0.0158, val_loss: 0.0761, val_mae: 17.9360, lr: 0.000015
2025-09-28 04:38:56 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [38/40] train_loss: 0.0144, val_loss: 0.0764, val_mae: 17.6943, lr: 0.000010
2025-09-28 04:40:20 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [39/40] train_loss: 0.0137, val_loss: 0.0766, val_mae: 17.9552, lr: 0.000005
2025-09-28 04:41:45 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [40/40] train_loss: 0.0122, val_loss: 0.0754, val_mae: 17.6497, lr: 0.000000
2025-09-28 04:41:45 | unimol_tools/models/unimolv2.py | 176 | INFO | Uni-Mol Tools | Loading pretrained weights from models/UniMol2_2025_09_07_TabM/Tg/model_1.pth
2025-09-28 04:41:48 | unimol_tools/tasks/trainer.py | 587 | INFO | Uni-Mol Tools | load model success!
2025-09-28 04:41:55 | unimol_tools/models/nnmodel.py | 240 | INFO | Uni-Mol Tools | fold 1, result {'mae': np.float64(17.490062713623047), 'pearsonr': np.float32(0.96369886), 'spearmanr': np.float64(0.9638516325571148), 'mse': np.float64(755.5948486328125), 'r2': np.float64(0.9281635880470276)}
2025-09-28 04:41:56 | unimol_tools/models/unimolv2.py | 176 | INFO | Uni-Mol Tools | Loading pretrained weights from /home/jday/miniconda3/envs/polymer/lib/python3.11/site-packages/unimol_tools/weights/modelzoo/84M/checkpoint.pt
2025-09-28 04:43:22 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [1/40] train_loss: 7.8131, val_loss: 1.2027, val_mae: 95.8400, lr: 0.000167
2025-09-28 04:44:51 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [2/40] train_loss: 1.5140, val_loss: 0.2991, val_mae: 43.2473, lr: 0.000196
2025-09-28 04:46:20 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [3/40] train_loss: 0.3504, val_loss: 0.2926, val_mae: 42.1502, lr: 0.000191
2025-09-28 04:47:49 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [4/40] train_loss: 0.2812, val_loss: 0.3540, val_mae: 48.8455, lr: 0.000186
2025-09-28 04:49:15 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [5/40] train_loss: 0.2134, val_loss: 0.1147, val_mae: 24.3556, lr: 0.000180
2025-09-28 04:50:44 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [6/40] train_loss: 0.1951, val_loss: 0.1679, val_mae: 31.1960, lr: 0.000175
2025-09-28 04:52:10 | unimol_tools/tasks/trainer.py | 505 | INFO | Uni-Mol Tools | Epoch [7/40] train_loss: 0.1498, val_loss: 0.2108, val_mae: 37.1525, lr: 0.000170
